fecha;valorUVR;variacion_diaria;variacion_mensual;variacion_anual;variacion_ano_corrido
1/01/2000;103,3396;;;;
2/01/2000;103,3556;0,02;;;
3/01/2000;103,3715;0,02;;;
4/01/2000;103,3875;0,02;;;
5/01/2000;103,4035;0,02;;;
6/01/2000;103,4195;0,02;;;
7/01/2000;103,4354;0,02;;;
8/01/2000;103,4514;0,02;;;
9/01/2000;103,4674;0,02;;;
10/01/2000;103,4834;0,02;;;
11/01/2000;103,4994;0,02;;;
12/01/2000;103,5153;0,02;;;
13/01/2000;103,5313;0,02;;;
14/01/2000;103,5473;0,02;;;
15/01/2000;103,5633;0,02;;;
16/01/2000;103,581;0,02;;;
17/01/2000;103,5986;0,02;;;
18/01/2000;103,6163;0,02;;;
19/01/2000;103,634;0,02;;;
20/01/2000;103,6516;0,02;;;
21/01/2000;103,6693;0,02;;;
22/01/2000;103,687;0,02;;;
23/01/2000;103,7047;0,02;;;
24/01/2000;103,7224;0,02;;;
25/01/2000;103,74;0,02;;;
26/01/2000;103,7577;0,02;;;
27/01/2000;103,7754;0,02;;;
28/01/2000;103,7931;0,02;;;
29/01/2000;103,8108;0,02;;;
30/01/2000;103,8285;0,02;;;
31/01/2000;103,8462;0,02;;;
1/02/2000;103,8639;0,02;0,51;;
2/02/2000;103,8817;0,02;0,51;;
3/02/2000;103,8994;0,02;0,51;;
4/02/2000;103,9171;0,02;0,51;;
5/02/2000;103,9348;0,02;0,51;;
6/02/2000;103,9525;0,02;0,52;;
7/02/2000;103,9703;0,02;0,52;;
8/02/2000;103,988;0,02;0,52;;
9/02/2000;104,0057;0,02;0,52;;
10/02/2000;104,0235;0,02;0,52;;
11/02/2000;104,0412;0,02;0,52;;
12/02/2000;104,0589;0,02;0,53;;
13/02/2000;104,0767;0,02;0,53;;
14/02/2000;104,0944;0,02;0,53;;
15/02/2000;104,1122;0,02;0,53;;
16/02/2000;104,1582;0,04;0,56;;
17/02/2000;104,2043;0,04;0,58;;
18/02/2000;104,2503;0,04;0,61;;
19/02/2000;104,2964;0,04;0,64;;
20/02/2000;104,3425;0,04;0,67;;
21/02/2000;104,3887;0,04;0,69;;
22/02/2000;104,4348;0,04;0,72;;
23/02/2000;104,481;0,04;0,75;;
24/02/2000;104,5272;0,04;0,78;;
25/02/2000;104,5734;0,04;0,8;;
26/02/2000;104,6196;0,04;0,83;;
27/02/2000;104,6659;0,04;0,86;;
28/02/2000;104,7121;0,04;0,89;;
29/02/2000;104,7584;0,04;0,91;;
1/03/2000;104,8047;0,04;0,91;;
2/03/2000;104,8511;0,04;0,93;;
3/03/2000;104,8974;0,04;0,96;;
4/03/2000;104,9438;0,04;0,99;;
5/03/2000;104,9902;0,04;1,02;;
6/03/2000;105,0366;0,04;1,04;;
7/03/2000;105,083;0,04;1,07;;
8/03/2000;105,1295;0,04;1,1;;
9/03/2000;105,176;0,04;1,13;;
10/03/2000;105,2225;0,04;1,15;;
11/03/2000;105,269;0,04;1,18;;
12/03/2000;105,3155;0,04;1,21;;
13/03/2000;105,3621;0,04;1,24;;
14/03/2000;105,4086;0,04;1,26;;
15/03/2000;105,4552;0,04;1,29;;
16/03/2000;105,5326;0,07;1,32;;
17/03/2000;105,61;0,07;1,35;;
18/03/2000;105,6875;0,07;1,38;;
19/03/2000;105,7651;0,07;1,41;;
20/03/2000;105,8427;0,07;1,44;;
21/03/2000;105,9204;0,07;1,47;;
22/03/2000;105,9981;0,07;1,5;;
23/03/2000;106,0759;0,07;1,53;;
24/03/2000;106,1537;0,07;1,56;;
25/03/2000;106,2316;0,07;1,59;;
26/03/2000;106,3095;0,07;1,62;;
27/03/2000;106,3876;0,07;1,64;;
28/03/2000;106,4656;0,07;1,67;;
29/03/2000;106,5437;0,07;1,7;;
30/03/2000;106,6219;0,07;1,78;;
31/03/2000;106,7002;0,07;1,85;;
1/04/2000;106,7785;0,07;1,88;;
2/04/2000;106,8568;0,07;1,91;;
3/04/2000;106,9352;0,07;1,94;;
4/04/2000;107,0137;0,07;1,97;;
5/04/2000;107,0922;0,07;2;;
6/04/2000;107,1708;0,07;2,03;;
7/04/2000;107,2495;0,07;2,06;;
8/04/2000;107,3282;0,07;2,09;;
9/04/2000;107,4069;0,07;2,12;;
10/04/2000;107,4857;0,07;2,15;;
11/04/2000;107,5646;0,07;2,18;;
12/04/2000;107,6435;0,07;2,21;;
13/04/2000;107,7225;0,07;2,24;;
14/04/2000;107,8016;0,07;2,27;;
15/04/2000;107,8807;0,07;2,3;;
16/04/2000;107,9417;0,06;2,28;;
17/04/2000;108,0027;0,06;2,27;;
18/04/2000;108,0638;0,06;2,25;;
19/04/2000;108,1249;0,06;2,23;;
20/04/2000;108,186;0,06;2,21;;
21/04/2000;108,2472;0,06;2,2;;
22/04/2000;108,3084;0,06;2,18;;
23/04/2000;108,3696;0,06;2,16;;
24/04/2000;108,4308;0,06;2,15;;
25/04/2000;108,4921;0,06;2,13;;
26/04/2000;108,5535;0,06;2,11;;
27/04/2000;108,6149;0,06;2,09;;
28/04/2000;108,6763;0,06;2,08;;
29/04/2000;108,7377;0,06;2,06;;
30/04/2000;108,7992;0,06;2,04;;
1/05/2000;108,8607;0,06;1,95;;
2/05/2000;108,9222;0,06;1,93;;
3/05/2000;108,9838;0,06;1,92;;
4/05/2000;109,0454;0,06;1,9;;
5/05/2000;109,1071;0,06;1,88;;
6/05/2000;109,1687;0,06;1,86;;
7/05/2000;109,2305;0,06;1,85;;
8/05/2000;109,2922;0,06;1,83;;
9/05/2000;109,354;0,06;1,81;;
10/05/2000;109,4158;0,06;1,8;;
11/05/2000;109,4777;0,06;1,78;;
12/05/2000;109,5396;0,06;1,76;;
13/05/2000;109,6015;0,06;1,74;;
14/05/2000;109,6635;0,06;1,73;;
15/05/2000;109,7255;0,06;1,71;;
16/05/2000;109,7607;0,03;1,69;;
17/05/2000;109,796;0,03;1,66;;
18/05/2000;109,8312;0,03;1,64;;
19/05/2000;109,8665;0,03;1,61;;
20/05/2000;109,9017;0,03;1,59;;
21/05/2000;109,937;0,03;1,56;;
22/05/2000;109,9723;0,03;1,54;;
23/05/2000;110,0076;0,03;1,51;;
24/05/2000;110,0429;0,03;1,49;;
25/05/2000;110,0783;0,03;1,46;;
26/05/2000;110,1136;0,03;1,44;;
27/05/2000;110,1489;0,03;1,41;;
28/05/2000;110,1843;0,03;1,39;;
29/05/2000;110,2197;0,03;1,36;;
30/05/2000;110,2551;0,03;1,34;;
31/05/2000;110,2905;0,03;1,37;;
1/06/2000;110,3259;0,03;1,35;;
2/06/2000;110,3613;0,03;1,32;;
3/06/2000;110,3967;0,03;1,3;;
4/06/2000;110,4322;0,03;1,27;;
5/06/2000;110,4676;0,03;1,25;;
6/06/2000;110,5031;0,03;1,22;;
7/06/2000;110,5385;0,03;1,2;;
8/06/2000;110,574;0,03;1,17;;
9/06/2000;110,6095;0,03;1,15;;
10/06/2000;110,645;0,03;1,12;;
11/06/2000;110,6806;0,03;1,1;;
12/06/2000;110,7161;0,03;1,07;;
13/06/2000;110,7516;0,03;1,05;;
14/06/2000;110,7872;0,03;1,02;;
15/06/2000;110,8228;0,03;1;;
16/06/2000;110,842;0,02;0,99;;
17/06/2000;110,8611;0,02;0,97;;
18/06/2000;110,8803;0,02;0,96;;
19/06/2000;110,8995;0,02;0,94;;
20/06/2000;110,9186;0,02;0,93;;
21/06/2000;110,9378;0,02;0,91;;
22/06/2000;110,957;0,02;0,9;;
23/06/2000;110,9762;0,02;0,88;;
24/06/2000;110,9954;0,02;0,87;;
25/06/2000;111,0146;0,02;0,85;;
26/06/2000;111,0338;0,02;0,84;;
27/06/2000;111,053;0,02;0,82;;
28/06/2000;111,0722;0,02;0,81;;
29/06/2000;111,0914;0,02;0,79;;
30/06/2000;111,1106;0,02;0,78;;
1/07/2000;111,1298;0,02;0,73;;
2/07/2000;111,149;0,02;0,71;;
3/07/2000;111,1682;0,02;0,7;;
4/07/2000;111,1874;0,02;0,68;;
5/07/2000;111,2067;0,02;0,67;;
6/07/2000;111,2259;0,02;0,65;;
7/07/2000;111,2451;0,02;0,64;;
8/07/2000;111,2643;0,02;0,62;;
9/07/2000;111,2836;0,02;0,61;;
10/07/2000;111,3028;0,02;0,59;;
11/07/2000;111,3221;0,02;0,58;;
12/07/2000;111,3413;0,02;0,56;;
13/07/2000;111,3606;0,02;0,55;;
14/07/2000;111,3798;0,02;0,53;;
15/07/2000;111,3991;0,02;0,52;;
16/07/2000;111,3984;0;0,5;;
17/07/2000;111,3977;0;0,48;;
18/07/2000;111,3969;0;0,47;;
19/07/2000;111,3962;0;0,45;;
20/07/2000;111,3955;0;0,43;;
21/07/2000;111,3948;0;0,41;;
22/07/2000;111,3941;0;0,39;;
23/07/2000;111,3933;0;0,38;;
24/07/2000;111,3926;0;0,36;;
25/07/2000;111,3919;0;0,34;;
26/07/2000;111,3912;0;0,32;;
27/07/2000;111,3905;0;0,3;;
28/07/2000;111,3898;0;0,29;;
29/07/2000;111,389;0;0,27;;
30/07/2000;111,3883;0;0,25;;
31/07/2000;111,3876;0;0,25;;
1/08/2000;111,3869;0;0,23;;
2/08/2000;111,3862;0;0,21;;
3/08/2000;111,3854;0;0,2;;
4/08/2000;111,3847;0;0,18;;
5/08/2000;111,384;0;0,16;;
6/08/2000;111,3833;0;0,14;;
7/08/2000;111,3826;0;0,12;;
8/08/2000;111,3819;0;0,11;;
9/08/2000;111,3811;0;0,09;;
10/08/2000;111,3804;0;0,07;;
11/08/2000;111,3797;0;0,05;;
12/08/2000;111,379;0;0,03;;
13/08/2000;111,3783;0;0,02;;
14/08/2000;111,3775;0;0;;
15/08/2000;111,3768;0;-0,02;;
16/08/2000;111,3754;0;-0,02;;
17/08/2000;111,3739;0;-0,02;;
18/08/2000;111,3725;0;-0,02;;
19/08/2000;111,3711;0;-0,02;;
20/08/2000;111,3696;0;-0,02;;
21/08/2000;111,3682;0;-0,02;;
22/08/2000;111,3667;0;-0,02;;
23/08/2000;111,3653;0;-0,03;;
24/08/2000;111,3639;0;-0,03;;
25/08/2000;111,3624;0;-0,03;;
26/08/2000;111,361;0;-0,03;;
27/08/2000;111,3596;0;-0,03;;
28/08/2000;111,3581;0;-0,03;;
29/08/2000;111,3567;0;-0,03;;
30/08/2000;111,3552;0;-0,03;;
31/08/2000;111,3538;0;-0,03;;
1/09/2000;111,3524;0;-0,03;;
2/09/2000;111,3509;0;-0,03;;
3/09/2000;111,3495;0;-0,03;;
4/09/2000;111,3481;0;-0,03;;
5/09/2000;111,3466;0;-0,03;;
6/09/2000;111,3452;0;-0,03;;
7/09/2000;111,3437;0;-0,03;;
8/09/2000;111,3423;0;-0,04;;
9/09/2000;111,3409;0;-0,04;;
10/09/2000;111,3394;0;-0,04;;
11/09/2000;111,338;0;-0,04;;
12/09/2000;111,3366;0;-0,04;;
13/09/2000;111,3351;0;-0,04;;
14/09/2000;111,3337;0;-0,04;;
15/09/2000;111,3322;0;-0,04;;
16/09/2000;111,3441;0,01;-0,03;;
17/09/2000;111,3559;0,01;-0,02;;
18/09/2000;111,3678;0,01;0;;
19/09/2000;111,3796;0,01;0,01;;
20/09/2000;111,3915;0,01;0,02;;
21/09/2000;111,4034;0,01;0,03;;
22/09/2000;111,4152;0,01;0,04;;
23/09/2000;111,4271;0,01;0,06;;
24/09/2000;111,439;0,01;0,07;;
25/09/2000;111,4508;0,01;0,08;;
26/09/2000;111,4627;0,01;0,09;;
27/09/2000;111,4746;0,01;0,1;;
28/09/2000;111,4864;0,01;0,12;;
29/09/2000;111,4983;0,01;0,13;;
30/09/2000;111,5102;0,01;0,14;;
1/10/2000;111,5221;0,01;0,15;;
2/10/2000;111,5339;0,01;0,16;;
3/10/2000;111,5458;0,01;0,18;;
4/10/2000;111,5577;0,01;0,19;;
5/10/2000;111,5696;0,01;0,2;;
6/10/2000;111,5815;0,01;0,21;;
7/10/2000;111,5933;0,01;0,22;;
8/10/2000;111,6052;0,01;0,24;;
9/10/2000;111,6171;0,01;0,25;;
10/10/2000;111,629;0,01;0,26;;
11/10/2000;111,6409;0,01;0,27;;
12/10/2000;111,6528;0,01;0,28;;
13/10/2000;111,6647;0,01;0,3;;
14/10/2000;111,6766;0,01;0,31;;
15/10/2000;111,6885;0,01;0,32;;
16/10/2000;111,704;0,01;0,32;;
17/10/2000;111,7194;0,01;0,33;;
18/10/2000;111,7349;0,01;0,33;;
19/10/2000;111,7504;0,01;0,33;;
20/10/2000;111,7658;0,01;0,34;;
21/10/2000;111,7813;0,01;0,34;;
22/10/2000;111,7968;0,01;0,34;;
23/10/2000;111,8122;0,01;0,35;;
24/10/2000;111,8277;0,01;0,35;;
25/10/2000;111,8432;0,01;0,35;;
26/10/2000;111,8587;0,01;0,36;;
27/10/2000;111,8742;0,01;0,36;;
28/10/2000;111,8896;0,01;0,36;;
29/10/2000;111,9051;0,01;0,36;;
30/10/2000;111,9206;0,01;0,37;;
31/10/2000;111,9361;0,01;0,38;;
1/11/2000;111,9516;0,01;0,39;;
2/11/2000;111,9671;0,01;0,39;;
3/11/2000;111,9826;0,01;0,39;;
4/11/2000;111,9981;0,01;0,39;;
5/11/2000;112,0136;0,01;0,4;;
6/11/2000;112,0291;0,01;0,4;;
7/11/2000;112,0446;0,01;0,4;;
8/11/2000;112,0601;0,01;0,41;;
9/11/2000;112,0756;0,01;0,41;;
10/11/2000;112,0912;0,01;0,41;;
11/11/2000;112,1067;0,01;0,42;;
12/11/2000;112,1222;0,01;0,42;;
13/11/2000;112,1377;0,01;0,42;;
14/11/2000;112,1532;0,01;0,43;;
15/11/2000;112,1688;0,01;0,43;;
16/11/2000;112,1744;0;0,42;;
17/11/2000;112,18;0;0,41;;
18/11/2000;112,1856;0;0,4;;
19/11/2000;112,1912;0;0,39;;
20/11/2000;112,1968;0;0,39;;
21/11/2000;112,2024;0;0,38;;
22/11/2000;112,208;0;0,37;;
23/11/2000;112,2136;0;0,36;;
24/11/2000;112,2192;0;0,35;;
25/11/2000;112,2249;0,01;0,34;;
26/11/2000;112,2305;0;0,33;;
27/11/2000;112,2361;0;0,32;;
28/11/2000;112,2417;0;0,31;;
29/11/2000;112,2473;0;0,31;;
30/11/2000;112,2529;0;0,3;;
1/12/2000;112,2585;0;0,27;;
2/12/2000;112,2641;0;0,27;;
3/12/2000;112,2697;0;0,26;;
4/12/2000;112,2753;0;0,25;;
5/12/2000;112,2809;0;0,24;;
6/12/2000;112,2866;0,01;0,23;;
7/12/2000;112,2922;0;0,22;;
8/12/2000;112,2978;0;0,21;;
9/12/2000;112,3034;0;0,2;;
10/12/2000;112,309;0;0,19;;
11/12/2000;112,3146;0;0,19;;
12/12/2000;112,3202;0;0,18;;
13/12/2000;112,3258;0;0,17;;
14/12/2000;112,3314;0;0,16;;
15/12/2000;112,3371;0,01;0,15;;
16/12/2000;112,349;0,01;0,16;;
17/12/2000;112,361;0,01;0,16;;
18/12/2000;112,3729;0,01;0,17;;
19/12/2000;112,3849;0,01;0,17;;
20/12/2000;112,3968;0,01;0,18;;
21/12/2000;112,4088;0,01;0,18;;
22/12/2000;112,4207;0,01;0,19;;
23/12/2000;112,4327;0,01;0,2;;
24/12/2000;112,4446;0,01;0,2;;
25/12/2000;112,4566;0,01;0,21;;
26/12/2000;112,4685;0,01;0,21;;
27/12/2000;112,4805;0,01;0,22;;
28/12/2000;112,4924;0,01;0,22;;
29/12/2000;112,5044;0,01;0,23;;
30/12/2000;112,5163;0,01;0,23;;
31/12/2000;112,5283;0,01;0,25;;
1/01/2001;112,5402;0,01;0,25;8,9;0,01
2/01/2001;112,5522;0,01;0,26;8,9;0,02
3/01/2001;112,5642;0,01;0,26;8,89;0,03
4/01/2001;112,5761;0,01;0,27;8,89;0,04
5/01/2001;112,5881;0,01;0,27;8,88;0,05
6/01/2001;112,6001;0,01;0,28;8,88;0,06
7/01/2001;112,612;0,01;0,28;8,87;0,07
8/01/2001;112,624;0,01;0,29;8,87;0,09
9/01/2001;112,636;0,01;0,3;8,86;0,1
10/01/2001;112,6479;0,01;0,3;8,86;0,11
11/01/2001;112,6599;0,01;0,31;8,85;0,12
12/01/2001;112,6719;0,01;0,31;8,85;0,13
13/01/2001;112,6839;0,01;0,32;8,84;0,14
14/01/2001;112,6958;0,01;0,32;8,84;0,15
15/01/2001;112,7078;0,01;0,33;8,83;0,16
16/01/2001;112,7245;0,01;0,33;8,83;0,17
17/01/2001;112,7412;0,01;0,34;8,83;0,19
18/01/2001;112,7579;0,01;0,34;8,82;0,2
19/01/2001;112,7746;0,01;0,35;8,82;0,22
20/01/2001;112,7913;0,01;0,35;8,82;0,23
21/01/2001;112,808;0,01;0,36;8,82;0,25
22/01/2001;112,8247;0,01;0,36;8,81;0,26
23/01/2001;112,8414;0,01;0,36;8,81;0,28
24/01/2001;112,8581;0,01;0,37;8,81;0,29
25/01/2001;112,8748;0,01;0,37;8,81;0,31
26/01/2001;112,8915;0,01;0,38;8,8;0,32
27/01/2001;112,9082;0,01;0,38;8,8;0,34
28/01/2001;112,9249;0,01;0,38;8,8;0,35
29/01/2001;112,9416;0,01;0,39;8,8;0,37
30/01/2001;112,9584;0,01;0,39;8,79;0,38
31/01/2001;112,9751;0,01;0,4;8,79;0,4
1/02/2001;112,9918;0,01;0,4;8,79;0,41
2/02/2001;113,0085;0,01;0,41;8,79;0,43
3/02/2001;113,0253;0,01;0,41;8,78;0,44
4/02/2001;113,042;0,01;0,41;8,78;0,46
5/02/2001;113,0588;0,01;0,42;8,78;0,47
6/02/2001;113,0755;0,01;0,42;8,78;0,49
7/02/2001;113,0922;0,01;0,43;8,77;0,5
8/02/2001;113,109;0,01;0,43;8,77;0,52
9/02/2001;113,1257;0,01;0,43;8,77;0,53
10/02/2001;113,1425;0,01;0,44;8,77;0,55
11/02/2001;113,1592;0,01;0,44;8,76;0,56
12/02/2001;113,176;0,01;0,45;8,76;0,58
13/02/2001;113,1927;0,01;0,45;8,76;0,59
14/02/2001;113,2095;0,01;0,46;8,76;0,61
15/02/2001;113,2263;0,01;0,46;8,75;0,62
16/02/2001;113,2685;0,04;0,48;8,75;0,66
17/02/2001;113,3108;0,04;0,51;8,74;0,7
18/02/2001;113,3531;0,04;0,53;8,73;0,73
19/02/2001;113,3954;0,04;0,55;8,72;0,77
20/02/2001;113,4377;0,04;0,57;8,72;0,81
21/02/2001;113,48;0,04;0,6;8,71;0,85
22/02/2001;113,5224;0,04;0,62;8,7;0,88
23/02/2001;113,5647;0,04;0,64;8,69;0,92
24/02/2001;113,6071;0,04;0,66;8,69;0,96
25/02/2001;113,6495;0,04;0,69;8,68;1
26/02/2001;113,6919;0,04;0,71;8,67;1,03
27/02/2001;113,7343;0,04;0,73;8,66;1,07
28/02/2001;113,7767;0,04;0,75;8,66;1,11
1/03/2001;113,8192;0,04;0,73;8,6;1,15
2/03/2001;113,8617;0,04;0,75;8,59;1,18
3/03/2001;113,9041;0,04;0,78;8,59;1,22
4/03/2001;113,9466;0,04;0,8;8,58;1,26
5/03/2001;113,9892;0,04;0,82;8,57;1,3
6/03/2001;114,0317;0,04;0,85;8,56;1,34
7/03/2001;114,0742;0,04;0,87;8,56;1,37
8/03/2001;114,1168;0,04;0,89;8,55;1,41
9/03/2001;114,1594;0,04;0,91;8,54;1,45
10/03/2001;114,202;0,04;0,94;8,53;1,49
11/03/2001;114,2446;0,04;0,96;8,53;1,53
12/03/2001;114,2872;0,04;0,98;8,52;1,56
13/03/2001;114,3298;0,04;1;8,51;1,6
14/03/2001;114,3725;0,04;1,03;8,5;1,64
15/03/2001;114,4152;0,04;1,05;8,5;1,68
16/03/2001;114,4843;0,06;1,07;8,48;1,74
17/03/2001;114,5535;0,06;1,1;8,47;1,8
18/03/2001;114,6227;0,06;1,12;8,45;1,86
19/03/2001;114,692;0,06;1,14;8,44;1,92
20/03/2001;114,7612;0,06;1,17;8,43;1,98
21/03/2001;114,8306;0,06;1,19;8,41;2,05
22/03/2001;114,9;0,06;1,21;8,4;2,11
23/03/2001;114,9694;0,06;1,24;8,38;2,17
24/03/2001;115,0388;0,06;1,26;8,37;2,23
25/03/2001;115,1083;0,06;1,28;8,36;2,29
26/03/2001;115,1779;0,06;1,31;8,34;2,35
27/03/2001;115,2475;0,06;1,33;8,33;2,42
28/03/2001;115,3171;0,06;1,35;8,31;2,48
29/03/2001;115,3868;0,06;1,42;8,3;2,54
30/03/2001;115,4565;0,06;1,48;8,29;2,6
31/03/2001;115,5262;0,06;1,54;8,27;2,66
1/04/2001;115,596;0,06;1,56;8,26;2,73
2/04/2001;115,6659;0,06;1,58;8,24;2,79
3/04/2001;115,7358;0,06;1,61;8,23;2,85
4/04/2001;115,8057;0,06;1,63;8,22;2,91
5/04/2001;115,8757;0,06;1,65;8,2;2,97
6/04/2001;115,9457;0,06;1,68;8,19;3,04
7/04/2001;116,0157;0,06;1,7;8,17;3,1
8/04/2001;116,0858;0,06;1,73;8,16;3,16
9/04/2001;116,1559;0,06;1,75;8,15;3,22
10/04/2001;116,2261;0,06;1,77;8,13;3,29
11/04/2001;116,2963;0,06;1,8;8,12;3,35
12/04/2001;116,3666;0,06;1,82;8,1;3,41
13/04/2001;116,4369;0,06;1,84;8,09;3,47
14/04/2001;116,5073;0,06;1,87;8,08;3,54
15/04/2001;116,5776;0,06;1,89;8,06;3,6
16/04/2001;116,6347;0,05;1,88;8,05;3,65
17/04/2001;116,6918;0,05;1,87;8,05;3,7
18/04/2001;116,749;0,05;1,86;8,04;3,75
19/04/2001;116,8062;0,05;1,84;8,03;3,8
20/04/2001;116,8634;0,05;1,83;8,02;3,85
21/04/2001;116,9206;0,05;1,82;8,01;3,9
22/04/2001;116,9779;0,05;1,81;8;3,95
23/04/2001;117,0352;0,05;1,8;8;4,01
24/04/2001;117,0925;0,05;1,79;7,99;4,06
25/04/2001;117,1499;0,05;1,77;7,98;4,11
26/04/2001;117,2073;0,05;1,76;7,97;4,16
27/04/2001;117,2647;0,05;1,75;7,96;4,21
28/04/2001;117,3221;0,05;1,74;7,96;4,26
29/04/2001;117,3796;0,05;1,73;7,95;4,31
30/04/2001;117,4371;0,05;1,72;7,94;4,36
1/05/2001;117,4946;0,05;1,64;7,93;4,41
2/05/2001;117,5522;0,05;1,63;7,92;4,46
3/05/2001;117,6098;0,05;1,62;7,91;4,52
4/05/2001;117,6674;0,05;1,61;7,91;4,57
5/05/2001;117,725;0,05;1,6;7,9;4,62
6/05/2001;117,7827;0,05;1,58;7,89;4,67
7/05/2001;117,8404;0,05;1,57;7,88;4,72
8/05/2001;117,8981;0,05;1,56;7,87;4,77
9/05/2001;117,9558;0,05;1,55;7,87;4,82
10/05/2001;118,0136;0,05;1,54;7,86;4,87
11/05/2001;118,0714;0,05;1,53;7,85;4,93
12/05/2001;118,1293;0,05;1,51;7,84;4,98
13/05/2001;118,1871;0,05;1,5;7,83;5,03
14/05/2001;118,245;0,05;1,49;7,83;5,08
15/05/2001;118,3029;0,05;1,48;7,82;5,13
16/05/2001;118,3465;0,04;1,47;7,82;5,17
17/05/2001;118,3902;0,04;1,46;7,83;5,21
18/05/2001;118,4339;0,04;1,44;7,83;5,25
19/05/2001;118,4776;0,04;1,43;7,84;5,29
20/05/2001;118,5213;0,04;1,42;7,84;5,33
21/05/2001;118,565;0,04;1,41;7,85;5,36
22/05/2001;118,6087;0,04;1,39;7,85;5,4
23/05/2001;118,6525;0,04;1,38;7,86;5,44
24/05/2001;118,6963;0,04;1,37;7,86;5,48
25/05/2001;118,7401;0,04;1,36;7,87;5,52
26/05/2001;118,7839;0,04;1,35;7,87;5,56
27/05/2001;118,8277;0,04;1,33;7,88;5,6
28/05/2001;118,8715;0,04;1,32;7,88;5,64
29/05/2001;118,9154;0,04;1,31;7,89;5,68
30/05/2001;118,9593;0,04;1,3;7,89;5,72
31/05/2001;119,0031;0,04;1,33;7,9;5,75
1/06/2001;119,047;0,04;1,32;7,9;5,79
2/06/2001;119,091;0,04;1,31;7,91;5,83
3/06/2001;119,1349;0,04;1,3;7,92;5,87
4/06/2001;119,1788;0,04;1,28;7,92;5,91
5/06/2001;119,2228;0,04;1,27;7,93;5,95
6/06/2001;119,2668;0,04;1,26;7,93;5,99
7/06/2001;119,3108;0,04;1,25;7,94;6,03
8/06/2001;119,3548;0,04;1,24;7,94;6,07
9/06/2001;119,3988;0,04;1,22;7,95;6,11
10/06/2001;119,4429;0,04;1,21;7,95;6,14
11/06/2001;119,487;0,04;1,2;7,96;6,18
12/06/2001;119,531;0,04;1,19;7,96;6,22
13/06/2001;119,5751;0,04;1,17;7,97;6,26
14/06/2001;119,6193;0,04;1,16;7,97;6,3
15/06/2001;119,6634;0,04;1,15;7,98;6,34
16/06/2001;119,6801;0,01;1,13;7,97;6,36
17/06/2001;119,6968;0,01;1,1;7,97;6,37
18/06/2001;119,7136;0,01;1,08;7,97;6,39
19/06/2001;119,7303;0,01;1,06;7,96;6,4
20/06/2001;119,747;0,01;1,03;7,96;6,42
21/06/2001;119,7637;0,01;1,01;7,96;6,43
22/06/2001;119,7805;0,01;0,99;7,95;6,44
23/06/2001;119,7972;0,01;0,96;7,95;6,46
24/06/2001;119,814;0,01;0,94;7,95;6,47
25/06/2001;119,8307;0,01;0,92;7,94;6,49
26/06/2001;119,8474;0,01;0,9;7,94;6,5
27/06/2001;119,8642;0,01;0,87;7,93;6,52
28/06/2001;119,8809;0,01;0,85;7,93;6,53
29/06/2001;119,8977;0,01;0,83;7,93;6,55
30/06/2001;119,9144;0,01;0,8;7,92;6,56
1/07/2001;119,9312;0,01;0,74;7,92;6,58
2/07/2001;119,9479;0,01;0,72;7,92;6,59
3/07/2001;119,9647;0,01;0,7;7,91;6,61
4/07/2001;119,9815;0,01;0,67;7,91;6,62
5/07/2001;119,9982;0,01;0,65;7,91;6,64
6/07/2001;120,015;0,01;0,63;7,9;6,65
7/07/2001;120,0318;0,01;0,6;7,9;6,67
8/07/2001;120,0485;0,01;0,58;7,89;6,68
9/07/2001;120,0653;0,01;0,56;7,89;6,7
10/07/2001;120,0821;0,01;0,54;7,89;6,71
11/07/2001;120,0989;0,01;0,51;7,88;6,73
12/07/2001;120,1156;0,01;0,49;7,88;6,74
13/07/2001;120,1324;0,01;0,47;7,88;6,76
14/07/2001;120,1492;0,01;0,44;7,87;6,77
15/07/2001;120,166;0,01;0,42;7,87;6,79
16/07/2001;120,1676;0;0,41;7,87;6,79
17/07/2001;120,1691;0;0,39;7,87;6,79
18/07/2001;120,1707;0;0,38;7,88;6,79
19/07/2001;120,1722;0;0,37;7,88;6,79
20/07/2001;120,1738;0;0,36;7,88;6,79
21/07/2001;120,1753;0;0,34;7,88;6,8
22/07/2001;120,1769;0;0,33;7,88;6,8
23/07/2001;120,1784;0;0,32;7,89;6,8
24/07/2001;120,18;0;0,31;7,89;6,8
25/07/2001;120,1815;0;0,29;7,89;6,8
26/07/2001;120,1831;0;0,28;7,89;6,8
27/07/2001;120,1846;0;0,27;7,89;6,8
28/07/2001;120,1862;0;0,25;7,9;6,81
29/07/2001;120,1877;0;0,24;7,9;6,81
30/07/2001;120,1893;0;0,23;7,9;6,81
31/07/2001;120,1908;0;0,23;7,9;6,81
1/08/2001;120,1924;0;0,22;7,91;6,81
2/08/2001;120,1939;0;0,21;7,91;6,81
3/08/2001;120,1955;0;0,19;7,91;6,81
4/08/2001;120,197;0;0,18;7,91;6,81
5/08/2001;120,1986;0;0,17;7,91;6,82
6/08/2001;120,2001;0;0,15;7,92;6,82
7/08/2001;120,2017;0;0,14;7,92;6,82
8/08/2001;120,2032;0;0,13;7,92;6,82
9/08/2001;120,2048;0;0,12;7,92;6,82
10/08/2001;120,2063;0;0,1;7,92;6,82
11/08/2001;120,2079;0;0,09;7,93;6,82
12/08/2001;120,2094;0;0,08;7,93;6,83
