fecha;valorUVR;variacion_diaria;variacion_mensual;variacion_anual;variacion_ano_corrido
1/09/2004;145,2768;0;0,25;6,14;5,39
2/09/2004;145,2754;0;0,23;6,14;5,39
3/09/2004;145,274;0;0,21;6,15;5,39
4/09/2004;145,2726;0;0,19;6,15;5,39
5/09/2004;145,2712;0;0,17;6,15;5,39
6/09/2004;145,2698;0;0,15;6,16;5,39
7/09/2004;145,2684;0;0,13;6,16;5,39
8/09/2004;145,267;0;0,11;6,17;5,38
9/09/2004;145,2655;0;0,09;6,17;5,38
10/09/2004;145,2641;0;0,07;6,17;5,38
11/09/2004;145,2627;0;0,05;6,18;5,38
12/09/2004;145,2613;0;0,03;6,18;5,38
13/09/2004;145,2599;0;0,01;6,18;5,38
14/09/2004;145,2585;0;-0,01;6,19;5,38
15/09/2004;145,2571;0;-0,03;6,19;5,38
16/09/2004;145,2586;0;-0,03;6,18;5,38
17/09/2004;145,26;0;-0,03;6,17;5,38
18/09/2004;145,2615;0;-0,02;6,16;5,38
19/09/2004;145,2629;0;-0,02;6,15;5,38
20/09/2004;145,2644;0;-0,02;6,14;5,38
21/09/2004;145,2658;0;-0,02;6,13;5,38
22/09/2004;145,2673;0;-0,02;6,12;5,38
23/09/2004;145,2687;0;-0,01;6,11;5,39
24/09/2004;145,2702;0;-0,01;6,1;5,39
25/09/2004;145,2716;0;-0,01;6,09;5,39
26/09/2004;145,2731;0;-0,01;6,08;5,39
27/09/2004;145,2745;0;-0,01;6,07;5,39
28/09/2004;145,276;0;0;6,06;5,39
29/09/2004;145,2774;0;0;6,05;5,39
30/09/2004;145,2789;0;0;6,04;5,39
1/10/2004;145,2803;0;0;6,03;5,39
2/10/2004;145,2818;0;0;6,02;5,4
3/10/2004;145,2832;0;0,01;6,01;5,4
4/10/2004;145,2847;0;0,01;6;5,4
5/10/2004;145,2861;0;0,01;5,99;5,4
6/10/2004;145,2876;0;0,01;5,98;5,4
7/10/2004;145,2891;0;0,01;5,97;5,4
8/10/2004;145,2905;0;0,02;5,96;5,4
9/10/2004;145,292;0;0,02;5,95;5,4
10/10/2004;145,2934;0;0,02;5,94;5,4
11/10/2004;145,2949;0;0,02;5,93;5,4
12/10/2004;145,2963;0;0,02;5,92;5,41
13/10/2004;145,2978;0;0,03;5,91;5,41
14/10/2004;145,2992;0;0,03;5,9;5,41
15/10/2004;145,3007;0;0,03;5,9;5,41
16/10/2004;145,3147;0,01;0,04;5,9;5,42
17/10/2004;145,3288;0,01;0,05;5,9;5,43
18/10/2004;145,3428;0,01;0,06;5,9;5,44
19/10/2004;145,3569;0,01;0,06;5,91;5,45
20/10/2004;145,3709;0,01;0,07;5,91;5,46
21/10/2004;145,385;0,01;0,08;5,91;5,47
22/10/2004;145,399;0,01;0,09;5,91;5,48
23/10/2004;145,4131;0,01;0,1;5,92;5,49
24/10/2004;145,4271;0,01;0,11;5,92;5,5
25/10/2004;145,4412;0,01;0,12;5,92;5,51
26/10/2004;145,4552;0,01;0,13;5,93;5,52
27/10/2004;145,4693;0,01;0,13;5,93;5,53
28/10/2004;145,4833;0,01;0,14;5,93;5,54
29/10/2004;145,4974;0,01;0,15;5,93;5,55
30/10/2004;145,5115;0,01;0,16;5,94;5,56
31/10/2004;145,5255;0,01;0,17;5,94;5,57
1/11/2004;145,5396;0,01;0,18;5,94;5,58
2/11/2004;145,5536;0,01;0,19;5,94;5,59
3/11/2004;145,5677;0,01;0,2;5,95;5,6
4/11/2004;145,5818;0,01;0,2;5,95;5,61
5/11/2004;145,5958;0,01;0,21;5,95;5,62
6/11/2004;145,6099;0,01;0,22;5,96;5,63
7/11/2004;145,624;0,01;0,23;5,96;5,64
8/11/2004;145,6381;0,01;0,24;5,96;5,65
9/11/2004;145,6521;0,01;0,25;5,96;5,66
10/11/2004;145,6662;0,01;0,26;5,97;5,67
11/11/2004;145,6803;0,01;0,27;5,97;5,68
12/11/2004;145,6944;0,01;0,27;5,97;5,69
13/11/2004;145,7084;0,01;0,28;5,97;5,7
14/11/2004;145,7225;0,01;0,29;5,98;5,72
15/11/2004;145,7366;0,01;0,3;5,98;5,73
16/11/2004;145,7361;0;0,29;5,98;5,72
17/11/2004;145,7356;0;0,28;5,97;5,72
18/11/2004;145,7351;0;0,27;5,97;5,72
19/11/2004;145,7347;0;0,26;5,97;5,72
20/11/2004;145,7342;0;0,25;5,97;5,72
21/11/2004;145,7337;0;0,24;5,96;5,72
22/11/2004;145,7332;0;0,23;5,96;5,72
23/11/2004;145,7327;0;0,22;5,96;5,72
24/11/2004;145,7322;0;0,21;5,96;5,72
25/11/2004;145,7317;0;0,2;5,95;5,72
26/11/2004;145,7313;0;0,19;5,95;5,72
27/11/2004;145,7308;0;0,18;5,95;5,72
28/11/2004;145,7303;0;0,17;5,95;5,72
29/11/2004;145,7298;0;0,16;5,95;5,72
30/11/2004;145,7293;0;0,15;5,94;5,72
1/12/2004;145,7288;0;0,13;5,94;5,72
2/12/2004;145,7283;0;0,12;5,94;5,72
3/12/2004;145,7279;0;0,11;5,94;5,72
4/12/2004;145,7274;0;0,1;5,93;5,72
5/12/2004;145,7269;0;0,09;5,93;5,72
6/12/2004;145,7264;0;0,08;5,93;5,72
7/12/2004;145,7259;0;0,07;5,93;5,72
8/12/2004;145,7254;0;0,06;5,92;5,72
9/12/2004;145,7249;0;0,05;5,92;5,72
10/12/2004;145,7245;0;0,04;5,92;5,72
11/12/2004;145,724;0;0,03;5,92;5,72
12/12/2004;145,7235;0;0,02;5,91;5,72
13/12/2004;145,723;0;0,01;5,91;5,72
14/12/2004;145,7225;0;0;5,91;5,72
15/12/2004;145,722;0;-0,01;5,91;5,71
16/12/2004;145,7351;0,01;0;5,9;5,72
17/12/2004;145,7483;0,01;0,01;5,9;5,73
18/12/2004;145,7614;0,01;0,02;5,9;5,74
19/12/2004;145,7746;0,01;0,03;5,9;5,75
20/12/2004;145,7877;0,01;0,04;5,89;5,76
21/12/2004;145,8009;0,01;0,05;5,89;5,77
22/12/2004;145,814;0,01;0,06;5,89;5,78
23/12/2004;145,8272;0,01;0,06;5,89;5,79
24/12/2004;145,8403;0,01;0,07;5,88;5,8
25/12/2004;145,8535;0,01;0,08;5,88;5,81
26/12/2004;145,8667;0,01;0,09;5,88;5,82
27/12/2004;145,8798;0,01;0,1;5,88;5,83
28/12/2004;145,893;0,01;0,11;5,87;5,84
29/12/2004;145,9061;0,01;0,12;5,87;5,85
30/12/2004;145,9193;0,01;0,13;5,87;5,86
31/12/2004;145,9324;0,01;0,14;5,87;5,87
1/01/2005;145,9456;0,01;0,15;5,87;0,01
2/01/2005;145,9588;0,01;0,16;5,86;0,02
3/01/2005;145,9719;0,01;0,17;5,86;0,03
4/01/2005;145,9851;0,01;0,18;5,86;0,04
5/01/2005;145,9983;0,01;0,19;5,86;0,05
6/01/2005;146,0114;0,01;0,2;5,85;0,05
7/01/2005;146,0246;0,01;0,2;5,85;0,06
8/01/2005;146,0378;0,01;0,21;5,85;0,07
9/01/2005;146,051;0,01;0,22;5,85;0,08
10/01/2005;146,0641;0,01;0,23;5,84;0,09
11/01/2005;146,0773;0,01;0,24;5,84;0,1
12/01/2005;146,0905;0,01;0,25;5,84;0,11
13/01/2005;146,1037;0,01;0,26;5,84;0,12
14/01/2005;146,1168;0,01;0,27;5,83;0,13
15/01/2005;146,13;0,01;0,28;5,83;0,14
16/01/2005;146,1441;0,01;0,28;5,82;0,15
17/01/2005;146,1582;0,01;0,28;5,81;0,15
18/01/2005;146,1724;0,01;0,28;5,8;0,16
19/01/2005;146,1865;0,01;0,28;5,79;0,17
20/01/2005;146,2006;0,01;0,28;5,78;0,18
21/01/2005;146,2147;0,01;0,28;5,77;0,19
22/01/2005;146,2289;0,01;0,28;5,76;0,2
23/01/2005;146,243;0,01;0,29;5,75;0,21
24/01/2005;146,2571;0,01;0,29;5,74;0,22
25/01/2005;146,2713;0,01;0,29;5,73;0,23
26/01/2005;146,2854;0,01;0,29;5,72;0,24
27/01/2005;146,2995;0,01;0,29;5,71;0,25
28/01/2005;146,3137;0,01;0,29;5,69;0,26
29/01/2005;146,3278;0,01;0,29;5,68;0,27
30/01/2005;146,342;0,01;0,29;5,67;0,28
31/01/2005;146,3561;0,01;0,29;5,66;0,29
1/02/2005;146,3702;0,01;0,29;5,65;0,3
2/02/2005;146,3844;0,01;0,29;5,64;0,31
3/02/2005;146,3985;0,01;0,29;5,63;0,32
4/02/2005;146,4127;0,01;0,29;5,62;0,33
5/02/2005;146,4268;0,01;0,29;5,61;0,34
6/02/2005;146,441;0,01;0,29;5,6;0,35
7/02/2005;146,4551;0,01;0,29;5,59;0,36
8/02/2005;146,4693;0,01;0,3;5,58;0,37
9/02/2005;146,4834;0,01;0,3;5,57;0,38
10/02/2005;146,4976;0,01;0,3;5,56;0,39
11/02/2005;146,5117;0,01;0,3;5,55;0,4
12/02/2005;146,5259;0,01;0,3;5,54;0,41
13/02/2005;146,5401;0,01;0,3;5,53;0,42
14/02/2005;146,5542;0,01;0,3;5,52;0,43
15/02/2005;146,5684;0,01;0,3;5,51;0,44
16/02/2005;146,6112;0,03;0,32;5,5;0,47
17/02/2005;146,6539;0,03;0,34;5,5;0,49
18/02/2005;146,6967;0,03;0,36;5,5;0,52
19/02/2005;146,7395;0,03;0,38;5,5;0,55
20/02/2005;146,7823;0,03;0,4;5,5;0,58
21/02/2005;146,8251;0,03;0,42;5,5;0,61
22/02/2005;146,8679;0,03;0,44;5,5;0,64
23/02/2005;146,9108;0,03;0,46;5,49;0,67
24/02/2005;146,9536;0,03;0,48;5,49;0,7
25/02/2005;146,9965;0,03;0,5;5,49;0,73
26/02/2005;147,0394;0,03;0,52;5,49;0,76
27/02/2005;147,0823;0,03;0,54;5,49;0,79
28/02/2005;147,1252;0,03;0,55;5,49;0,82
1/03/2005;147,1681;0,03;0,55;5,45;0,85
2/03/2005;147,211;0,03;0,56;5,45;0,88
3/03/2005;147,254;0,03;0,58;5,45;0,91
4/03/2005;147,2969;0,03;0,6;5,45;0,94
5/03/2005;147,3399;0,03;0,62;5,45;0,96
6/03/2005;147,3829;0,03;0,64;5,45;0,99
7/03/2005;147,4259;0,03;0,66;5,44;1,02
8/03/2005;147,4689;0,03;0,68;5,44;1,05
9/03/2005;147,5119;0,03;0,7;5,44;1,08
10/03/2005;147,5549;0,03;0,72;5,44;1,11
11/03/2005;147,598;0,03;0,74;5,44;1,14
12/03/2005;147,641;0,03;0,76;5,44;1,17
13/03/2005;147,6841;0,03;0,78;5,44;1,2
14/03/2005;147,7272;0,03;0,8;5,43;1,23
15/03/2005;147,7703;0,03;0,82;5,43;1,26
16/03/2005;147,8187;0,03;0,82;5,43;1,29
17/03/2005;147,8671;0,03;0,83;5,42;1,33
18/03/2005;147,9155;0,03;0,83;5,41;1,36
19/03/2005;147,9639;0,03;0,83;5,41;1,39
20/03/2005;148,0124;0,03;0,84;5,4;1,43
21/03/2005;148,0608;0,03;0,84;5,4;1,46
22/03/2005;148,1093;0,03;0,85;5,39;1,49
23/03/2005;148,1578;0,03;0,85;5,38;1,52
24/03/2005;148,2063;0,03;0,85;5,38;1,56
25/03/2005;148,2548;0,03;0,86;5,37;1,59
26/03/2005;148,3034;0,03;0,86;5,37;1,62
27/03/2005;148,3519;0,03;0,86;5,36;1,66
28/03/2005;148,4005;0,03;0,87;5,35;1,69
29/03/2005;148,4491;0,03;0,9;5,35;1,72
30/03/2005;148,4977;0,03;0,93;5,34;1,76
31/03/2005;148,5463;0,03;0,97;5,34;1,79
1/04/2005;148,595;0,03;0,97;5,33;1,82
2/04/2005;148,6436;0,03;0,97;5,32;1,86
3/04/2005;148,6923;0,03;0,98;5,32;1,89
4/04/2005;148,741;0,03;0,98;5,31;1,92
5/04/2005;148,7897;0,03;0,98;5,31;1,96
6/04/2005;148,8384;0,03;0,99;5,3;1,99
7/04/2005;148,8871;0,03;0,99;5,29;2,02
8/04/2005;148,9359;0,03;0,99;5,29;2,06
9/04/2005;148,9846;0,03;1;5,28;2,09
10/04/2005;149,0334;0,03;1;5,28;2,12
11/04/2005;149,0822;0,03;1,01;5,27;2,16
12/04/2005;149,131;0,03;1,01;5,26;2,19
13/04/2005;149,1799;0,03;1,01;5,26;2,23
14/04/2005;149,2287;0,03;1,02;5,25;2,26
15/04/2005;149,2776;0,03;1,02;5,24;2,29
16/04/2005;149,3158;0,03;1,01;5,24;2,32
17/04/2005;149,354;0,03;1,01;5,23;2,34
18/04/2005;149,3921;0,03;1;5,22;2,37
19/04/2005;149,4303;0,03;0,99;5,22;2,4
20/04/2005;149,4686;0,03;0,98;5,21;2,42
21/04/2005;149,5068;0,03;0,98;5,2;2,45
22/04/2005;149,545;0,03;0,97;5,19;2,48
23/04/2005;149,5833;0,03;0,96;5,19;2,5
24/04/2005;149,6215;0,03;0,95;5,18;2,53
25/04/2005;149,6598;0,03;0,95;5,17;2,55
26/04/2005;149,698;0,03;0,94;5,16;2,58
27/04/2005;149,7363;0,03;0,93;5,16;2,61
28/04/2005;149,7746;0,03;0,93;5,15;2,63
29/04/2005;149,8129;0,03;0,92;5,14;2,66
30/04/2005;149,8512;0,03;0,91;5,14;2,69
1/05/2005;149,8895;0,03;0,87;5,13;2,71
2/05/2005;149,9279;0,03;0,86;5,12;2,74
3/05/2005;149,9662;0,03;0,86;5,11;2,76
4/05/2005;150,0046;0,03;0,85;5,11;2,79
5/05/2005;150,0429;0,03;0,84;5,1;2,82
6/05/2005;150,0813;0,03;0,84;5,09;2,84
7/05/2005;150,1197;0,03;0,83;5,08;2,87
8/05/2005;150,158;0,03;0,82;5,08;2,9
9/05/2005;150,1964;0,03;0,81;5,07;2,92
10/05/2005;150,2349;0,03;0,81;5,06;2,95
11/05/2005;150,2733;0,03;0,8;5,06;2,97
12/05/2005;150,3117;0,03;0,79;5,05;3
13/05/2005;150,3501;0,03;0,78;5,04;3,03
14/05/2005;150,3886;0,03;0,78;5,03;3,05
15/05/2005;150,427;0,03;0,77;5,03;3,08
16/05/2005;150,4483;0,01;0,76;5,03;3,09
17/05/2005;150,4696;0,01;0,75;5,02;3,11
18/05/2005;150,4909;0,01;0,74;5,02;3,12
19/05/2005;150,5122;0,01;0,72;5,02;3,14
20/05/2005;150,5336;0,01;0,71;5,02;3,15
21/05/2005;150,5549;0,01;0,7;5,02;3,17
22/05/2005;150,5762;0,01;0,69;5,02;3,18
23/05/2005;150,5975;0,01;0,68;5,02;3,2
24/05/2005;150,6189;0,01;0,67;5,02;3,21
25/05/2005;150,6402;0,01;0,66;5,02;3,23
26/05/2005;150,6615;0,01;0,64;5,02;3,24
27/05/2005;150,6829;0,01;0,63;5,02;3,26
28/05/2005;150,7042;0,01;0,62;5,02;3,27
29/05/2005;150,7256;0,01;0,61;5,02;3,28
30/05/2005;150,7469;0,01;0,6;5,02;3,3
31/05/2005;150,7683;0,01;0,61;5,02;3,31
1/06/2005;150,7896;0,01;0,6;5,01;3,33
2/06/2005;150,811;0,01;0,59;5,01;3,34
3/06/2005;150,8323;0,01;0,58;5,01;3,36
4/06/2005;150,8537;0,01;0,57;5,01;3,37
5/06/2005;150,8751;0,01;0,55;5,01;3,39
6/06/2005;150,8964;0,01;0,54;5,01;3,4
7/06/2005;150,9178;0,01;0,53;5,01;3,42
8/06/2005;150,9392;0,01;0,52;5,01;3,43
9/06/2005;150,9605;0,01;0,51;5,01;3,45
10/06/2005;150,9819;0,01;0,5;5,01;3,46
11/06/2005;151,0033;0,01;0,49;5,01;3,47
12/06/2005;151,0247;0,01;0,47;5,01;3,49
13/06/2005;151,0461;0,01;0,46;5,01;3,5
14/06/2005;151,0675;0,01;0,45;5,01;3,52
15/06/2005;151,0889;0,01;0,44;5,01;3,53
16/06/2005;151,1095;0,01;0,44;5,01;3,55
17/06/2005;151,1301;0,01;0,44;5,01;3,56
18/06/2005;151,1507;0,01;0,44;5,01;3,58
19/06/2005;151,1713;0,01;0,44;5,01;3,59
20/06/2005;151,192;0,01;0,44;5,01;3,6
21/06/2005;151,2126;0,01;0,44;5,01;3,62
22/06/2005;151,2332;0,01;0,44;5,01;3,63
23/06/2005;151,2538;0,01;0,44;5,01;3,65
24/06/2005;151,2745;0,01;0,44;5,01;3,66
25/06/2005;151,2951;0,01;0,43;5,02;3,67
26/06/2005;151,3157;0,01;0,43;5,02;3,69
27/06/2005;151,3364;0,01;0,43;5,02;3,7
28/06/2005;151,357;0,01;0,43;5,02;3,72
29/06/2005;151,3777;0,01;0,43;5,02;3,73
30/06/2005;151,3983;0,01;0,43;5,02;3,75
1/07/2005;151,419;0,01;0,42;5,02;3,76
2/07/2005;151,4396;0,01;0,42;5,02;3,77
3/07/2005;151,4603;0,01;0,42;5,02;3,79
4/07/2005;151,4809;0,01;0,42;5,02;3,8
5/07/2005;151,5016;0,01;0,42;5,03;3,82
6/07/2005;151,5223;0,01;0,41;5,03;3,83
7/07/2005;151,5429;0,01;0,41;5,03;3,84
8/07/2005;151,5636;0,01;0,41;5,03;3,86
9/07/2005;151,5843;0,01;0,41;5,03;3,87
10/07/2005;151,6049;0,01;0,41;5,03;3,89
11/07/2005;151,6256;0,01;0,41;5,03;3,9
12/07/2005;151,6463;0,01;0,41;5,03;3,92
13/07/2005;151,667;0,01;0,41;5,03;3,93
14/07/2005;151,6877;0,01;0,41;5,04;3,94
15/07/2005;151,7084;0,01;0,41;5,04;3,96
16/07/2005;151,7279;0,01;0,41;5,03;3,97
17/07/2005;151,7475;0,01;0,41;5,02;3,98
18/07/2005;151,767;0,01;0,41;5,02;4
19/07/2005;151,7866;0,01;0,41;5,01;4,01
20/07/2005;151,8061;0,01;0,41;5;4,02
21/07/2005;151,8257;0,01;0,41;5;4,04
22/07/2005;151,8452;0,01;0,4;4,99;4,05
23/07/2005;151,8648;0,01;0,4;4,98;4,07
24/07/2005;151,8843;0,01;0,4;4,98;4,08
25/07/2005;151,9039;0,01;0,4;4,97;4,09
26/07/2005;151,9235;0,01;0,4;4,96;4,11
27/07/2005;151,943;0,01;0,4;4,96;4,12
28/07/2005;151,9626;0,01;0,4;4,95;4,13
29/07/2005;151,9822;0,01;0,4;4,94;4,15
30/07/2005;152,0017;0,01;0,4;4,94;4,16
31/07/2005;152,0213;0,01;0,41;4,93;4,17
1/08/2005;152,0409;0,01;0,41;4,92;4,19
2/08/2005;152,0605;0,01;0,41;4,92;4,2
3/08/2005;152,08;0,01;0,41;4,91;4,21
4/08/2005;152,0996;0,01;0,41;4,9;4,23
5/08/2005;152,1192;0,01;0,41;4,89;4,24
6/08/2005;152,1388;0,01;0,41;4,89;4,25
7/08/2005;152,1584;0,01;0,41;4,88;4,27
8/08/2005;152,178;0,01;0,41;4,87;4,28
9/08/2005;152,1976;0,01;0,4;4,87;4,29
10/08/2005;152,2172;0,01;0,4;4,86;4,31
11/08/2005;152,2368;0,01;0,4;4,85;4,32
12/08/2005;152,2564;0,01;0,4;4,85;4,33
13/08/2005;152,276;0,01;0,4;4,84;4,35
14/08/2005;152,2956;0,01;0,4;4,83;4,36
15/08/2005;152,3152;0,01;0,4;4,83;4,37
16/08/2005;152,3177;0;0,39;4,83;4,38
17/08/2005;152,3201;0;0,38;4,83;4,38
18/08/2005;152,3226;0;0,37;4,84;4,38
19/08/2005;152,325;0;0,35;4,84;4,38
20/08/2005;152,3275;0;0,34;4,84;4,38
21/08/2005;152,3299;0;0,33;4,84;4,38
22/08/2005;152,3324;0;0,32;4,85;4,39
23/08/2005;152,3348;0;0,31;4,85;4,39
24/08/2005;152,3373;0;0,3;4,85;4,39
25/08/2005;152,3398;0;0,29;4,85;4,39
26/08/2005;152,3422;0;0,28;4,86;4,39
27/08/2005;152,3447;0;0,26;4,86;4,39
28/08/2005;152,3471;0;0,25;4,86;4,4
29/08/2005;152,3496;0;0,24;4,87;4,4
30/08/2005;152,352;0;0,23;4,87;4,4
31/08/2005;152,3545;0;0,22;4,87;4,4
1/09/2005;152,357;0;0,21;4,87;4,4
2/09/2005;152,3594;0;0,2;4,88;4,4
3/09/2005;152,3619;0;0,19;4,88;4,41
4/09/2005;152,3643;0;0,17;4,88;4,41
5/09/2005;152,3668;0;0,16;4,88;4,41
6/09/2005;152,3692;0;0,15;4,89;4,41
7/09/2005;152,3717;0;0,14;4,89;4,41
8/09/2005;152,3742;0;0,13;4,89;4,41
9/09/2005;152,3766;0;0,12;4,9;4,42
10/09/2005;152,3791;0;0,11;4,9;4,42
11/09/2005;152,3815;0;0,1;4,9;4,42
12/09/2005;152,384;0;0,08;4,9;4,42
13/09/2005;152,3864;0;0,07;4,91;4,42
14/09/2005;152,3889;0;0,06;4,91;4,42
15/09/2005;152,3914;0;0,05;4,91;4,43
16/09/2005;152,3914;0;0,05;4,91;4,43
17/09/2005;152,3914;0;0,05;4,91;4,43
18/09/2005;152,3914;0;0,05;4,91;4,43
19/09/2005;152,3914;0;0,04;4,91;4,43
20/09/2005;152,3914;0;0,04;4,91;4,43
21/09/2005;152,3914;0;0,04;4,91;4,43
22/09/2005;152,3914;0;0,04;4,9;4,43
23/09/2005;152,3914;0;0,04;4,9;4,43
24/09/2005;152,3914;0;0,04;4,9;4,43
25/09/2005;152,3914;0;0,03;4,9;4,43
26/09/2005;152,3914;0;0,03;4,9;4,43
27/09/2005;152,3914;0;0,03;4,9;4,43
28/09/2005;152,3914;0;0,03;4,9;4,43
29/09/2005;152,3914;0;0,03;4,9;4,43
30/09/2005;152,3914;0;0,03;4,9;4,43
1/10/2005;152,3914;0;0,02;4,89;4,43
2/10/2005;152,3914;0;0,02;4,89;4,43
3/10/2005;152,3914;0;0,02;4,89;4,43
4/10/2005;152,3914;0;0,02;4,89;4,43
5/10/2005;152,3914;0;0,02;4,89;4,43
6/10/2005;152,3914;0;0,01;4,89;4,43
7/10/2005;152,3914;0;0,01;4,89;4,43
8/10/2005;152,3914;0;0,01;4,89;4,43
9/10/2005;152,3914;0;0,01;4,89;4,43
10/10/2005;152,3914;0;0,01;4,89;4,43
11/10/2005;152,3914;0;0,01;4,88;4,43
12/10/2005;152,3914;0;0;4,88;4,43
13/10/2005;152,3914;0;0;4,88;4,43
14/10/2005;152,3914;0;0;4,88;4,43
15/10/2005;152,3914;0;0;4,88;4,43
16/10/2005;152,4125;0,01;0,01;4,88;4,44
17/10/2005;152,4336;0,01;0,03;4,89;4,45
18/10/2005;152,4547;0,01;0,04;4,89;4,47
19/10/2005;152,4758;0,01;0,06;4,9;4,48
20/10/2005;152,4969;0,01;0,07;4,9;4,5
21/10/2005;152,518;0,01;0,08;4,91;4,51
22/10/2005;152,5391;0,01;0,1;4,91;4,53
23/10/2005;152,5602;0,01;0,11;4,92;4,54
24/10/2005;152,5814;0,01;0,12;4,92;4,56
25/10/2005;152,6025;0,01;0,14;4,92;4,57
26/10/2005;152,6236;0,01;0,15;4,93;4,59
27/10/2005;152,6447;0,01;0,17;4,93;4,6
28/10/2005;152,6659;0,01;0,18;4,94;4,61
29/10/2005;152,687;0,01;0,19;4,94;4,63
30/10/2005;152,7081;0,01;0,21;4,95;4,64
31/10/2005;152,7293;0,01;0,22;4,95;4,66
1/11/2005;152,7504;0,01;0,24;4,95;4,67
2/11/2005;152,7715;0,01;0,25;4,96;4,69
3/11/2005;152,7927;0,01;0,26;4,96;4,7
4/11/2005;152,8138;0,01;0,28;4,97;4,72
5/11/2005;152,835;0,01;0,29;4,97;4,73
6/11/2005;152,8561;0,01;0,3;4,98;4,74
7/11/2005;152,8773;0,01;0,32;4,98;4,76
8/11/2005;152,8985;0,01;0,33;4,99;4,77
9/11/2005;152,9196;0,01;0,35;4,99;4,79
10/11/2005;152,9408;0,01;0,36;4,99;4,8
11/11/2005;152,962;0,01;0,37;5;4,82
12/11/2005;152,9831;0,01;0,39;5;4,83
13/11/2005;153,0043;0,01;0,4;5,01;4,85
14/11/2005;153,0255;0,01;0,42;5,01;4,86
15/11/2005;153,0467;0,01;0,43;5,02;4,88
16/11/2005;153,0584;0,01;0,42;5,02;4,88
17/11/2005;153,0701;0,01;0,42;5,03;4,89
18/11/2005;153,0819;0,01;0,41;5,04;4,9
19/11/2005;153,0936;0,01;0,41;5,05;4,91
20/11/2005;153,1053;0,01;0,4;5,06;4,92
21/11/2005;153,117;0,01;0,39;5,07;4,92
22/11/2005;153,1288;0,01;0,39;5,07;4,93
23/11/2005;153,1405;0,01;0,38;5,08;4,94
24/11/2005;153,1522;0,01;0,37;5,09;4,95
25/11/2005;153,1639;0,01;0,37;5,1;4,96
26/11/2005;153,1757;0,01;0,36;5,11;4,96
27/11/2005;153,1874;0,01;0,36;5,12;4,97
28/11/2005;153,1991;0,01;0,35;5,13;4,98
29/11/2005;153,2109;0,01;0,34;5,13;4,99
30/11/2005;153,2226;0,01;0,34;5,14;5
1/12/2005;153,2343;0,01;0,32;5,15;5
2/12/2005;153,2461;0,01;0,31;5,16;5,01
3/12/2005;153,2578;0,01;0,3;5,17;5,02
4/12/2005;153,2695;0,01;0,3;5,18;5,03
5/12/2005;153,2813;0,01;0,29;5,18;5,04
6/12/2005;153,293;0,01;0,29;5,19;5,04
7/12/2005;153,3048;0,01;0,28;5,2;5,05
8/12/2005;153,3165;0,01;0,27;5,21;5,06
9/12/2005;153,3282;0,01;0,27;5,22;5,07
10/12/2005;153,34;0,01;0,26;5,23;5,08
11/12/2005;153,3517;0,01;0,25;5,23;5,08
12/12/2005;153,3635;0,01;0,25;5,24;5,09
13/12/2005;153,3752;0,01;0,24;5,25;5,1
14/12/2005;153,387;0,01;0,24;5,26;5,11
15/12/2005;153,3987;0,01;0,23;5,27;5,12
16/12/2005;153,4041;0;0,23;5,26;5,12
17/12/2005;153,4096;0;0,22;5,26;5,12
18/12/2005;153,415;0;0,22;5,25;5,13
19/12/2005;153,4205;0;0,21;5,25;5,13
20/12/2005;153,4259;0;0,21;5,24;5,13
21/12/2005;153,4313;0;0,21;5,23;5,14
22/12/2005;153,4368;0;0,2;5,23;5,14
23/12/2005;153,4422;0;0,2;5,22;5,15
24/12/2005;153,4477;0;0,19;5,22;5,15
25/12/2005;153,4531;0;0,19;5,21;5,15
26/12/2005;153,4586;0;0,18;5,2;5,16
27/12/2005;153,464;0;0,18;5,2;5,16
28/12/2005;153,4694;0;0,18;5,19;5,16
29/12/2005;153,4749;0;0,17;5,19;5,17
30/12/2005;153,4803;0;0,17;5,18;5,17
31/12/2005;153,4858;0;0,17;5,18;5,18
1/01/2006;153,4912;0;0,17;5,17;0
2/01/2006;153,4967;0;0,16;5,16;0,01
3/01/2006;153,5021;0;0,16;5,16;0,01
4/01/2006;153,5075;0;0,16;5,15;0,01
5/01/2006;153,513;0;0,15;5,15;0,02
6/01/2006;153,5184;0;0,15;5,14;0,02
7/01/2006;153,5239;0;0,14;5,14;0,02
8/01/2006;153,5293;0;0,14;5,13;0,03
9/01/2006;153,5348;0;0,13;5,12;0,03
10/01/2006;153,5402;0;0,13;5,12;0,04
11/01/2006;153,5457;0;0,13;5,11;0,04
12/01/2006;153,5511;0;0,12;5,11;0,04
13/01/2006;153,5565;0;0,12;5,1;0,05
14/01/2006;153,562;0;0,11;5,1;0,05
15/01/2006;153,5674;0;0,11;5,09;0,05
16/01/2006;153,5709;0;0,11;5,08;0,06
17/01/2006;153,5743;0;0,11;5,07;0,06
18/01/2006;153,5778;0;0,11;5,07;0,06
19/01/2006;153,5813;0;0,1;5,06;0,06
20/01/2006;153,5847;0;0,1;5,05;0,06
21/01/2006;153,5882;0;0,1;5,04;0,07
22/01/2006;153,5917;0;0,1;5,04;0,07
23/01/2006;153,5951;0;0,1;5,03;0,07
24/01/2006;153,5986;0;0,1;5,02;0,07
25/01/2006;153,6021;0;0,1;5,01;0,08
26/01/2006;153,6055;0;0,1;5;0,08
27/01/2006;153,609;0;0,09;5;0,08
